wl(nm),I(A.U)
658.49945,0.999915494
658.4991,0.999915494
658.49875,0.999915494
658.4984,0.999915494
658.49805,0.999915494
658.4977,0.999915494
658.49735,0.999915494
658.497,0.999915494
658.49665,0.999915494
658.4963,0.999915494
658.49595,0.999915494
658.4956,0.999915494
658.49525,0.999915494
658.4949,0.999915494
658.49455,0.999915494
658.4942,0.999915494
658.49385,0.999915494
658.4935,0.999915494
658.49315,0.999915494
658.4928,0.999915494
658.49245,0.999915494
658.4921,0.999915494
658.49175,0.999915494
658.4914,0.999915494
658.49105,0.999915494
658.4907,0.999915494
658.49035,0.999915494
658.49,0.999915494
658.48965,0.999915494
658.4893,0.999915494
658.48895,0.999915494
658.4886,0.999915494
658.48825,0.999915494
658.4879,0.999915494
658.48755,0.999915494
658.4872,0.999915494
658.48685,0.999915494
658.4865,0.999915494
658.48615,0.999915494
658.4858,0.999915494
658.48545,0.999915494
658.4851,0.999915494
658.48475,0.999915494
658.4844,0.999915494
658.48405,0.999915494
658.4837,0.999915494
658.48335,0.999915494
658.483,0.999915494
658.48265,0.999915494
658.4823,0.999915494
658.48195,0.999915494
658.4816,0.999915494
658.48125,0.999915494
658.4809,0.999915494
658.48055,0.999915494
658.4802,0.999915494
658.47985,0.999915494
658.4795,0.999915494
658.47915,0.999915494
658.4788,0.999915494
658.47845,0.999915494
658.4781,0.999915494
658.47775,0.999915494
658.4774,0.999915494
658.47705,0.999915494
658.4767,0.999915494
658.47635,0.999915494
658.476,0.999915494
658.47565,0.999915494
658.4753,0.999915494
658.47495,0.999915494
658.4746,0.999915494
658.47425,0.999915494
658.4739,0.999915494
658.47355,0.999915494
658.4732,0.999915494
658.47285,0.999915494
658.4725,0.999915494
658.47215,0.999915494
658.4718,0.999915494
658.47145,0.999915494
658.4711,0.999915494
658.47075,0.999915494
658.4704,0.999915494
658.47005,0.999915494
658.4697,0.999915494
658.46935,0.999915494
658.469,0.999915494
658.46865,0.999915494
658.4683,0.999915494
658.46795,0.999915494
658.4676,0.999915494
658.46725,0.999915494
658.4669,0.999915494
658.46655,0.999915494
658.4662,0.999915494
658.46585,0.999915494
658.4655,0.999915494
658.46515,0.999915494
658.4648,0.999915494
658.46445,0.999915494
658.4641,0.999915494
658.46375,0.999915494
658.4634,0.999915494
658.46305,0.999915494
658.4627,0.999915494
658.46235,0.999915494
658.462,0.999915494
658.46165,0.999915494
658.4613,0.999915494
658.46095,0.999915494
658.4606,0.999915494
658.46025,0.999915494
658.4599,0.999915494
658.45955,0.999915494
658.4592,0.999915494
658.45885,0.999915494
658.4585,0.999915494
658.45815,0.999915494
658.4578,0.999915494
658.45745,0.999915494
658.4571,0.999915494
658.45675,0.999915494
658.4564,0.999915494
658.45605,0.999915494
658.4557,0.999915494
658.45535,0.999915494
658.455,0.999915494
658.45465,0.999915494
658.4543,0.999915494
658.45395,0.999915494
658.4536,0.999915494
658.45325,0.999915494
658.4529,0.999915494
658.45255,0.999915494
658.4522,0.999915494
658.45185,0.999915494
658.4515,0.999915494
658.45115,0.999915494
658.4508,0.999915494
658.45045,0.999915494
658.4501,0.999915494
658.44975,0.999915494
658.4494,0.999915494
658.44905,0.999915494
658.4487,0.999915494
658.44835,0.999915494
658.448,0.999915494
658.44765,0.999915494
658.4473,0.999915494
658.44695,0.999915494
658.4466,0.999915494
658.44625,0.999915494
658.4459,0.999915494
658.44555,0.999915494
658.4452,0.999915494
658.44485,0.999915494
658.4445,0.999915494
658.44415,0.999915494
658.4438,0.999915494
658.44345,0.999915494
658.4431,0.999915494
658.44275,0.999915494
658.4424,0.999915494
658.44205,0.999915494
658.4417,0.999915494
658.44135,0.999915494
658.441,0.999915494
658.44065,0.999915494
658.4403,0.999915494
658.43995,0.999915494
658.4396,0.999915494
658.43925,0.999915494
658.4389,0.999915494
658.43855,0.999915494
658.4382,0.999915494
658.43785,0.999915494
658.4375,0.999915494
658.43715,0.999915494
658.4368,0.999915494
658.43645,0.999915494
658.4361,0.999915494
658.43575,0.999915494
658.4354,0.999915494
658.43505,0.999915494
658.4347,0.999915494
658.43435,0.999915494
658.434,0.999915494
658.43365,0.999915494
658.4333,0.999915494
658.43295,0.999915494
658.4326,0.999915494
658.43225,0.999915494
658.4319,0.999915494
658.43155,0.999915494
658.4312,0.999915494
658.43085,0.999915494
658.4305,0.999915494
658.43015,0.999915494
658.4298,0.999915494
658.42945,0.999915494
658.4291,0.999915494
658.42875,0.999915494
658.4284,0.999915494
658.42805,0.999915494
658.4277,0.999915494
658.42735,0.999915494
658.427,0.999915494
658.42665,0.999915494
658.4263,0.999915494
658.42595,0.999915494
658.4256,0.999915494
658.42525,0.999915494
658.4249,0.999915494
658.42455,0.999915494
658.4242,0.999915494
658.42385,0.999915494
658.4235,0.999915494
658.42315,0.999915494
658.4228,0.999915494
658.42245,0.999915494
658.4221,0.999915494
658.42175,0.999915494
658.4214,0.999915494
658.42105,0.999915494
658.4207,0.999915494
658.42035,0.999915494
658.42,0.999915494
658.41965,0.999915494
658.4193,0.999915494
658.41895,0.999915494
658.4186,0.999915494
658.41825,0.999915494
658.4179,0.999915494
658.41755,0.999915494
658.4172,0.999915494
658.41685,0.999915494
658.4165,0.999915494
658.41615,0.999915494
658.4158,0.999915494
658.41545,0.999915494
658.4151,0.999915494
658.41475,0.999915494
658.4144,0.999915494
658.41405,0.999915494
658.4137,0.999915494
658.41335,0.999915494
658.413,0.999915494
658.41265,0.999915494
658.4123,0.999915494
658.41195,0.999915494
658.4116,0.999915494
658.41125,0.999915494
658.4109,0.999915494
658.41055,0.999915494
658.4102,0.999915494
658.40985,0.999915494
658.4095,0.999915494
658.40915,0.999915494
658.4088,0.999915494
658.40845,0.999915494
658.4081,0.999915494
658.40775,0.999915494
658.4074,0.999915494
658.40705,0.999915494
658.4067,0.999915494
658.40635,0.999915494
658.406,0.999915494
658.40565,0.999915494
658.4053,0.999915494
658.40495,0.999915494
658.4046,0.999915494
658.40425,0.999915494
658.4039,0.999915494
658.40355,0.999915494
658.4032,0.999915494
658.40285,0.999915494
658.4025,0.999915494
658.40215,0.999915494
658.4018,0.999915494
658.40145,0.999915494
658.4011,0.999915494
658.40075,0.999915494
658.4004,0.999915494
658.40005,0.999915494
658.3997,0.999915494
658.39935,0.999915494
658.399,0.999915494
658.39865,0.999915494
658.3983,0.999915494
658.39795,0.999915494
658.3976,0.999915494
658.39725,0.999915494
658.3969,0.999915494
658.39655,0.999915494
658.3962,0.999915494
658.39585,0.999915494
658.3955,0.999915494
658.39515,0.999915494
658.3948,0.999915494
658.39445,0.999915494
658.3941,0.999915494
658.39375,0.999915494
658.3934,0.999915494
658.39305,0.999915494
658.3927,0.999915494
658.39235,0.999915494
658.392,0.999915494
658.39165,0.999915494
658.3913,0.999915494
658.39095,0.999915494
658.3906,0.999915494
658.39025,0.999915494
658.3899,0.999915494
658.38955,0.999915494
658.3892,0.999915494
658.38885,0.999915494
658.3885,0.999915494
658.38815,0.999915494
658.3878,0.999915494
658.38745,0.999915494
658.3871,0.999915494
658.38675,0.999915494
658.3864,0.999915494
658.38605,0.999915494
658.3857,0.999915494
658.38535,0.999915494
658.385,0.999915494
658.38465,0.999915494
658.3843,0.999915494
658.38395,0.999915494
658.3836,0.999915494
658.38325,0.999915494
658.3829,0.999915494
658.38255,0.999915494
658.3822,0.999915494
658.38185,0.999915494
658.3815,0.999915494
658.38115,0.999915494
658.3808,0.999915494
658.38045,0.999915494
658.3801,0.999915494
658.37975,0.999915494
658.3794,0.999915494
658.37905,0.999915494
658.3787,0.999915494
658.37835,0.999915494
658.378,0.999915494
658.37765,0.999915494
658.3773,0.999915494
658.37695,0.999915494
658.3766,0.999915494
658.37625,0.999915494
658.3759,0.999915494
658.37555,0.999915494
658.3752,0.999915494
658.37485,0.999915494
658.3745,0.999915494
658.37415,0.999915494
658.3738,0.999915494
658.37345,0.999915494
658.3731,0.999915494
658.37275,0.999915494
658.3724,0.999915494
658.37205,0.999915494
658.3717,0.999915494
658.37135,0.999915494
658.371,0.999915494
658.37065,0.999915494
658.3703,0.999915494
658.36995,0.999915494
658.3696,0.999915494
658.36925,0.999915494
658.3689,0.999915494
658.36855,0.999915494
658.3682,0.999915494
658.36785,0.999915494
658.3675,0.999915494
658.36715,0.999915494
658.3668,0.999915494
658.36645,0.999915494
658.3661,0.999915494
658.36575,0.999915494
658.3654,0.999915494
658.36505,0.999915494
658.3647,0.999915494
658.36435,0.999915494
658.364,0.999915494
658.36365,0.999915494
658.3633,0.999915494
658.36295,0.999915494
658.3626,0.999915494
658.36225,0.999915494
658.3619,0.999915494
658.36155,0.999915494
658.3612,0.999915494
658.36085,0.999915494
658.3605,0.999915494
658.36015,0.999915494
658.3598,0.999915494
658.35945,0.999915494
658.3591,0.999915494
658.35875,0.999915494
658.3584,0.999915494
658.35805,0.999915494
658.3577,0.999915494
658.35735,0.999915494
658.357,0.999915494
658.35665,0.999915494
658.3563,0.999915494
658.35595,0.999915494
658.3556,0.999915494
658.35525,0.999915494
658.3549,0.999915494
658.35455,0.999915494
658.3542,0.999915494
658.35385,0.999915494
658.3535,0.999915494
658.35315,0.999915494
658.3528,0.999915494
658.35245,0.999915494
658.3521,0.999915494
658.35175,0.999915494
658.3514,0.999915494
658.35105,0.999915494
658.3507,0.999915494
658.35035,0.999915494
658.35,0.999915494
658.34965,0.999915494
658.3493,0.999915494
658.34895,0.999915494
658.3486,0.999915494
658.34825,0.999915494
658.3479,0.999915494
658.34755,0.999915494
658.3472,0.999915494
658.34685,0.999915494
658.3465,0.999915494
658.34615,0.999915494
658.3458,0.999915494
658.34545,0.999915494
658.3451,0.999915494
658.34475,0.999915494
658.3444,0.999915494
658.34405,0.999915494
658.3437,0.999915494
658.34335,0.999915494
658.343,0.999915494
658.34265,0.999915494
658.3423,0.999915494
658.34195,0.999915494
658.3416,0.999915494
658.34125,0.999915494
658.3409,0.999915494
658.34055,0.999915494
658.3402,0.999915494
658.33985,0.999915494
658.3395,0.999915494
658.33915,0.999915494
658.3388,0.999915494
658.33845,0.999915494
658.3381,0.999915494
658.33775,0.999915494
658.3374,0.999915494
658.33705,0.999915494
658.3367,0.999915494
658.33635,0.999915494
658.336,0.999915494
658.33565,0.999915494
658.3353,0.999915494
658.33495,0.999915494
658.3346,0.999915494
658.33425,0.999915494
658.3339,0.999915494
658.33355,0.999915494
658.3332,0.999915494
658.33285,0.999915494
658.3325,0.999915494
658.33215,0.999915494
658.3318,0.999915494
658.33145,0.999915494
658.3311,0.999915494
658.33075,0.999915494
658.3304,0.999915494
658.33005,0.999915494
658.3297,0.999915494
658.32935,0.999915494
658.329,0.999915494
658.32865,0.999915494
658.3283,0.999915494
658.32795,0.999915494
658.3276,0.999915494
658.32725,0.999915494
658.3269,0.999915494
658.32655,0.999915494
658.3262,0.999915494
658.32585,0.999915494
658.3255,0.999915494
658.32515,0.999915494
658.3248,0.999915494
658.32445,0.999915494
658.3241,0.999915494
658.32375,0.999915494
658.3234,0.999915494
658.32305,0.999915494
658.3227,0.999915494
658.32235,0.999915494
658.322,0.999915494
658.32165,0.999915494
658.3213,0.999915494
658.32095,0.999915494
658.3206,0.999915494
658.32025,0.999915494
658.3199,0.999915494
658.31955,0.999915494
658.3192,0.999915494
658.31885,0.999915494
658.3185,0.999915494
658.31815,0.999915494
658.3178,0.999915494
658.31745,0.999915494
658.3171,0.999915494
658.31675,0.999915494
658.3164,0.999915494
658.31605,0.999915494
658.3157,0.999915494
658.31535,0.999915494
658.315,0.999915494
658.31465,0.999915494
658.3143,0.999915494
658.31395,0.999915494
658.3136,0.999915494
658.31325,0.999915494
658.3129,0.999915494
658.31255,0.999915494
658.3122,0.999915494
658.31185,0.999915494
658.3115,0.999915494
658.31115,0.999915494
658.3108,0.999915494
658.31045,0.999915494
658.3101,0.999915494
658.30975,0.999915494
658.3094,0.999915494
658.30905,0.999915494
658.3087,0.999915494
658.30835,0.999915494
658.308,0.999915494
658.30765,0.999915494
658.3073,0.999915494
658.30695,0.999915494
658.3066,0.999915494
658.30625,0.999915494
658.3059,0.999915494
658.30555,0.999915494
658.3052,0.999915494
658.30485,0.999915494
658.3045,0.999915494
658.30415,0.999915494
658.3038,0.999915494
658.30345,0.999915494
658.3031,0.999915494
658.30275,0.999915494
658.3024,0.999915494
658.30205,0.999915494
658.3017,0.999915494
658.30135,0.999915494
658.301,0.999915494
658.30065,0.999915494
658.3003,0.999915494
658.29995,0.999915494
658.2996,0.999915494
658.29925,0.999915494
658.2989,0.999915494
658.29855,0.999915494
658.2982,0.999915494
658.29785,0.999915494
658.2975,0.999915494
658.29715,0.999915494
658.2968,0.999915494
658.29645,0.999915494
658.2961,0.999915494
658.29575,0.999915494
658.2954,0.999915494
658.29505,0.999915494
658.2947,0.999915494
658.29435,0.999915494
658.294,0.999915494
658.29365,0.999915494
658.2933,0.999915494
658.29295,0.999915494
658.2926,0.999915494
658.29225,0.999915494
658.2919,0.999915494
658.29155,0.999915494
658.2912,0.999915494
658.29085,0.999915494
658.2905,0.999915494
658.29015,0.999915494
658.2898,0.999915494
658.28945,0.999915494
658.2891,0.999915494
658.28875,0.999915494
658.2884,0.999915494
658.28805,0.999915494
658.2877,0.999915494
658.28735,0.999915494
658.287,0.999915494
658.28665,0.999915494
658.2863,0.999915494
658.28595,0.999915494
658.2856,0.999915494
658.28525,0.999915494
658.2849,0.999915494
658.28455,0.999915494
658.2842,0.999915494
658.28385,0.999915494
658.2835,0.999915494
658.28315,0.999915494
658.2828,0.999915494
658.28245,0.999915494
658.2821,0.999915494
658.28175,0.999915494
658.2814,0.999915494
658.28105,0.999915494
658.2807,0.999915494
658.28035,0.999915494
658.28,0.999915494
658.27965,0.999915494
658.2793,0.999915494
658.27895,0.999915494
658.2786,0.999915494
658.27825,0.999915494
658.2779,0.999915494
658.27755,0.999915494
658.2772,0.999915494
658.27685,0.999915494
658.2765,0.999915494
658.27615,0.999915494
658.2758,0.999915494
658.27545,0.999915494
658.2751,0.999915494
658.27475,0.999915494
658.2744,0.999915494
658.27405,0.999915494
658.2737,0.999915494
658.27335,0.999915494
658.273,0.999915494
658.27265,0.999915494
658.2723,0.999915494
658.27195,0.999915494
658.2716,0.999915494
658.27125,0.999915494
658.2709,0.999915494
658.27055,0.999915494
658.2702,0.999915494
658.26985,0.999915494
658.2695,0.999915494
658.26915,0.999915494
658.2688,0.999915494
658.26845,0.999915494
658.2681,0.999915494
658.26775,0.999915494
658.2674,0.999915494
658.26705,0.999915494
658.2667,0.999915494
658.26635,0.999915494
658.266,0.999915494
658.26565,0.999915494
658.2653,0.999915494
658.26495,0.999915494
658.2646,0.999915494
658.26425,0.999915494
658.2639,0.999915494
658.26355,0.999915494
658.2632,0.999915494
658.26285,0.999915494
658.2625,0.999915494
658.26215,0.999915494
658.2618,0.999915494
658.26145,0.999915494
658.2611,0.999915494
658.26075,0.999915494
658.2604,0.999915494
658.26005,0.999915494
658.2597,0.999915494
658.25935,0.999915494
658.259,0.999915494
658.25865,0.999915494
658.2583,0.999915494
658.25795,0.999915494
658.2576,0.999915494
658.25725,0.999915494
658.2569,0.999915494
658.25655,0.999915494
658.2562,0.999915494
658.25585,0.999915494
658.2555,0.999915494
658.25515,0.999915494
658.2548,0.999915494
658.25445,0.999915494
658.2541,0.999915494
658.25375,0.999915494
658.2534,0.999915494
658.25305,0.999915494
658.2527,0.999915494
658.25235,0.999915494
658.252,0.999915494
658.25165,0.999915494
658.2513,0.999915494
658.25095,0.999915494
658.2506,0.999915494
658.25025,0.999915494
658.2499,0.999915494
658.24955,0.999915494
658.2492,0.999915494
658.24885,0.999915494
658.2485,0.999915494
658.24815,0.999915494
658.2478,0.999915494
658.24745,0.999915494
658.2471,0.999915494
658.24675,0.999915494
658.2464,0.999915494
658.24605,0.999915494
658.2457,0.999915494
658.24535,0.999915494
658.245,0.999915494
658.24465,0.999915494
658.2443,0.999915494
658.24395,0.999915494
658.2436,0.999915494
658.24325,0.999915494
658.2429,0.999915494
658.24255,0.999915494
658.2422,0.999915494
658.24185,0.999915494
658.2415,0.999915494
658.24115,0.999915494
658.2408,0.999915494
658.24045,0.999915494
658.2401,0.999915494
658.23975,0.999915494
658.2394,0.999915494
658.23905,0.999915494
658.2387,0.999915494
658.23835,0.999915494
658.238,0.999915494
658.23765,0.999915494
658.2373,0.999915494
658.23695,0.999915494
658.2366,0.999915494
658.23625,0.999915494
658.2359,0.999915494
658.23555,0.999915494
658.2352,0.999915494
658.23485,0.999915494
658.2345,0.999915494
658.23415,0.999915494
658.2338,0.999915494
658.23345,0.999915494
658.2331,0.999915494
658.23275,0.999915494
658.2324,0.999915494
658.23205,0.999915494
658.2317,0.999915494
658.23135,0.999915494
658.231,0.999915494
658.23065,0.999915494
658.2303,0.999915494
658.22995,0.999915494
658.2296,0.999915494
658.22925,0.999915494
658.2289,0.999915494
658.22855,0.999915494
658.2282,0.999915494
658.22785,0.999915494
658.2275,0.999915494
658.22715,0.999915494
658.2268,0.999915494
658.22645,0.999915494
658.2261,0.999915494
658.22575,0.999915494
658.2254,0.999915494
658.22505,0.999915494
658.2247,0.999915494
658.22435,0.999915494
658.224,0.999915494
658.22365,0.999915494
658.2233,0.999915494
658.22295,0.999915494
658.2226,0.999915494
658.22225,0.999915494
658.2219,0.999915494
658.22155,0.999915494
658.2212,0.999915494
658.22085,0.999915494
658.2205,0.999915494
658.22015,0.999915494
658.2198,0.999915494
658.21945,0.999915494
658.2191,0.999915494
658.21875,0.999915494
658.2184,0.999915494
658.21805,0.999915494
658.2177,0.999915494
658.21735,0.999915494
658.217,0.999915494
658.21665,0.999915494
658.2163,0.999915494
658.21595,0.999915494
658.2156,0.999915494
658.21525,0.999915494
658.2149,0.999915494
658.21455,0.999915494
658.2142,0.999915494
658.21385,0.999915494
658.2135,0.999915494
658.21315,0.999915494
658.2128,0.999915494
658.21245,0.999915494
658.2121,0.999915494
658.21175,0.999915494
658.2114,0.999915494
658.21105,0.999915494
658.2107,0.999915494
658.21035,0.999915494
658.21,0.999915494
658.20965,0.999915494
658.2093,0.999915494
658.20895,0.999915494
658.2086,0.999915494
658.20825,0.999915494
658.2079,0.999915494
658.20755,0.999915494
658.2072,0.999915494
658.20685,0.999915494
658.2065,0.999915494
658.20615,0.999915494
658.2058,0.999915494
658.20545,0.999915494
658.2051,0.999915494
658.20475,0.999915494
658.2044,0.999915494
658.20405,0.999915494
658.2037,0.999915494
658.20335,0.999915494
658.203,0.999915494
658.20265,0.999915494
658.2023,0.999915494
658.20195,0.999915494
658.2016,0.999915494
658.20125,0.999915494
658.2009,0.999915494
658.20055,0.999915494
658.2002,0.999915494
658.19985,0.999915494
658.1995,0.999915494
658.19915,0.999915494
658.1988,0.999915494
658.19845,0.999915494
658.1981,0.999915494
658.19775,0.999915494
658.1974,0.999915494
658.19705,0.999915494
658.1967,0.999915494
658.19635,0.999915494
658.196,0.999915494
658.19565,0.999915494
658.1953,0.999915494
658.19495,0.999915494
658.1946,0.999915494
658.19425,0.999915494
658.1939,0.999915494
658.19355,0.999915494
658.1932,0.999915494
658.19285,0.999915494
658.1925,0.999915494
658.19215,0.999915494
658.1918,0.999915494
658.19145,0.999915494
658.1911,0.999915494
658.19075,0.999915494
658.1904,0.999915494
658.19005,0.999915494
658.1897,0.999915494
658.18935,0.999915494
658.189,0.999915494
658.18865,0.999915494
658.1883,0.999915494
658.18795,0.999915494
658.1876,0.999915494
658.18725,0.999915494
658.1869,0.999915494
658.18655,0.999915494
658.1862,0.999915494
658.18585,0.999915494
658.1855,0.999915494
658.18515,0.999915494
658.1848,0.999915494
658.18445,0.999915494
658.1841,0.999915494
658.18375,0.999915494
658.1834,0.999915494
658.18305,0.999915494
658.1827,0.999915494
658.18235,0.999915494
658.182,0.999915494
658.18165,0.999915494
658.1813,0.999915494
658.18095,0.999915494
658.1806,0.999915494
658.18025,0.999915494
658.1799,0.999915494
658.17955,0.999915494
658.1792,0.999915494
658.17885,0.999915494
658.1785,0.999915494
658.17815,0.999915494
658.1778,0.999915494
658.17745,0.999915494
658.1771,0.999915494
658.17675,0.999915494
658.1764,0.999915494
658.17605,0.999915494
658.1757,0.999915494
658.17535,0.999915494
658.175,0.999915494
658.17465,0.999915494
658.1743,0.999915494
658.17395,0.999915494
658.1736,0.999915494
658.17325,0.999915494
658.1729,0.999915494
658.17255,0.999915494
658.1722,0.999915494
658.17185,0.999915494
658.1715,0.999915494
658.17115,0.999915494
658.1708,0.999915494
658.17045,0.999915494
658.1701,0.999915494
658.16975,0.999915494
658.1694,0.999915494
658.16905,0.999915494
658.1687,0.999915494
658.16835,0.999915494
658.168,0.999915494
658.16765,0.999915494
658.1673,0.999915494
658.16695,0.999915494
658.1666,0.999915494
658.16625,0.999915494
658.1659,0.999915494
658.16555,0.999915494
658.1652,0.999915494
658.16485,0.999915494
658.1645,0.999915494
658.16415,0.999915494
658.1638,0.999915494
658.16345,0.999915494
658.1631,0.999915494
658.16275,0.999915494
658.1624,0.999915494
658.16205,0.999915494
658.1617,0.999915494
658.16135,0.999915494
658.161,0.999915494
658.16065,0.999915494
658.1603,0.999915494
658.15995,0.999915494
658.1596,0.999915494
658.15925,0.999915494
658.1589,0.999915494
658.15855,0.999915494
658.1582,0.999915494
658.15785,0.999915494
658.1575,0.999915494
658.15715,0.999915494
658.1568,0.999915494
658.15645,0.999915494
658.1561,0.999915494
658.15575,0.999915494
658.1554,0.999915494
658.15505,0.999915494
658.1547,0.999915494
658.15435,0.999915494
658.154,0.999915494
658.15365,0.999915494
658.1533,0.999915494
658.15295,0.999915494
658.1526,0.999915494
658.15225,0.999915494
658.1519,0.999915494
658.15155,0.999915494
658.1512,0.999915494
658.15085,0.999915494
658.1505,0.999915494
658.15015,0.999915494
658.1498,0.999915494
658.14945,0.999915494
658.1491,0.999915494
658.14875,0.999915494
658.1484,0.999915494
658.14805,0.999915494
658.1477,0.999915494
658.14735,0.999915494
658.147,0.999915494
658.14665,0.999915494
658.1463,0.999915494
658.14595,0.999915494
658.1456,0.999915494
658.14525,0.999915494
658.1449,0.999915494
658.14455,0.999915494
658.1442,0.999915494
658.14385,0.999915494
658.1435,0.999915494
658.14315,0.999915494
658.1428,0.999915494
658.14245,0.999915494
658.1421,0.999915494
658.14175,0.999915494
658.1414,0.999915494
658.14105,0.999915494
658.1407,0.999915494
658.14035,0.999915494
658.14,0.999915494
658.13965,0.999915494
658.1393,0.999915494
658.13895,0.999915494
658.1386,0.999915494
658.13825,0.999915494
658.1379,0.999915494
658.13755,0.999915494
658.1372,0.999915494
658.13685,0.999915494
658.1365,0.999915494
658.13615,0.999915494
658.1358,0.999915494
658.13545,0.999915494
658.1351,0.999915494
658.13475,0.999915494
658.1344,0.999915494
658.13405,0.999915494
658.1337,0.999915494
658.13335,0.999915494
658.133,0.999915494
658.13265,0.999915494
658.1323,0.999915494
658.13195,0.999915494
658.1316,0.999915494
658.13125,0.999915494
658.1309,0.999915494
658.13055,0.999915494
658.1302,0.999915494
658.12985,0.999915494
658.1295,0.999915494
658.12915,0.999915494
658.1288,0.999915494
658.12845,0.999915494
658.1281,0.999915494
658.12775,0.999915494
658.1274,0.999915494
658.12705,0.999915494
658.1267,0.999915494
658.12635,0.999915494
658.126,0.999915494
658.12565,0.999915494
658.1253,0.999915494
658.12495,0.999915494
658.1246,0.999915494
658.12425,0.999915494
658.1239,0.999915494
658.12355,0.999915494
658.1232,0.999915494
658.12285,0.999915494
658.1225,0.999915494
658.12215,0.999915494
658.1218,0.999915494
658.12145,0.999915494
658.1211,0.999915494
658.12075,0.999915494
658.1204,0.999915494
658.12005,0.999915494
658.1197,0.999915494
658.11935,0.999915494
658.119,0.999915494
658.11865,0.999915494
658.1183,0.999915494
658.11795,0.999915494
658.1176,0.999915494
658.11725,0.999915494
658.1169,0.999915494
658.11655,0.999915494
658.1162,0.999915494
658.11585,0.999915494
658.1155,0.999915494
658.11515,0.999915494
658.1148,0.999915494
658.11445,0.999915494
658.1141,0.999915494
658.11375,0.999915494
658.1134,0.999915494
658.11305,0.999915494
658.1127,0.999915494
658.11235,0.999915494
658.112,0.999915494
658.11165,0.999915494
658.1113,0.999915494
658.11095,0.999915494
658.1106,0.999915494
658.11025,0.999915494
658.1099,0.999915494
658.10955,0.999915494
658.1092,0.999915494
658.10885,0.999915494
658.1085,0.999915494
658.10815,0.999915494
658.1078,0.999915494
658.10745,0.999915494
658.1071,0.999915494
658.10675,0.999915494
658.1064,0.999915494
658.10605,0.999915494
658.1057,0.999915494
658.10535,0.999915494
658.105,0.999915494
658.10465,0.999915494
658.1043,0.999915494
658.10395,0.999915494
658.1036,0.999915494
658.10325,0.999915494
658.1029,0.999915494
658.10255,0.999915494
658.1022,0.999915494
658.10185,0.999915494
658.1015,0.999915494
658.10115,0.999915494
658.1008,0.999915494
658.10045,0.999915494
658.1001,0.999915494
658.09975,0.999915494
658.0994,0.999915494
658.09905,0.999915494
658.0987,0.999915494
658.09835,0.999915494
658.098,0.999915494
658.09765,0.999915494
658.0973,0.999915494
658.09695,0.999915494
658.0966,0.999915494
658.09625,0.999915494
658.0959,0.999915494
658.09555,0.999915494
658.0952,0.999915494
658.09485,0.999915494
658.0945,0.999915494
658.09415,0.999915494
658.0938,0.999915494
658.09345,0.999915494
658.0931,0.999915494
658.09275,0.999915494
658.0924,0.999915494
658.09205,0.999915494
658.0917,0.999915494
658.09135,0.999915494
658.091,0.999915494
658.09065,0.999915494
658.0903,0.999915494
658.08995,0.999915494
658.0896,0.999915494
658.08925,0.999915494
658.0889,0.999915494
658.08855,0.999915494
658.0882,0.999915494
658.08785,0.999915494
658.0875,0.999915494
658.08715,0.999915494
658.0868,0.999915494
658.08645,0.999915494
658.0861,0.999915494
658.08575,0.999915494
658.0854,0.999915494
658.08505,0.999915494
658.0847,0.999915494
658.08435,0.999915494
658.084,0.999915494
658.08365,0.999915494
658.0833,0.999915494
658.08295,0.999915494
658.0826,0.999915494
658.08225,0.999915494
658.0819,0.999915494
658.08155,0.999915494
658.0812,0.999915494
658.08085,0.999915494
658.0805,0.999915494
658.08015,0.999915494
658.0798,0.999915494
658.07945,0.999915494
658.0791,0.999915494
658.07875,0.999915494
658.0784,0.999915494
658.07805,0.999915494
658.0777,0.999915494
658.07735,0.999915494
658.077,0.999915494
658.07665,0.999915494
658.0763,0.999915494
658.07595,0.999915494
658.0756,0.999915494
658.07525,0.999915494
658.0749,0.999915494
658.07455,0.999915494
658.0742,0.999915494
658.07385,0.999915494
658.0735,0.999915494
658.07315,0.999915494
658.0728,0.999915494
658.07245,0.999915494
658.0721,0.999915494
658.07175,0.999915494
658.0714,0.999915494
658.07105,0.999915494
658.0707,0.999915494
658.07035,0.999915494
658.07,0.999915494
658.06965,0.999915494
658.0693,0.999915494
658.06895,0.999915494
658.0686,0.999915494
658.06825,0.999915494
658.0679,0.999915494
658.06755,0.999915494
658.0672,0.999915494
658.06685,0.999915494
658.0665,0.999915494
658.06615,0.999915494
658.0658,0.999915494
658.06545,0.999915494
658.0651,0.999915494
658.06475,0.999915494
658.0644,0.999915494
658.06405,0.999915494
658.0637,0.999915494
658.06335,0.999915494
658.063,0.999915494
658.06265,0.999915494
658.0623,0.999915494
658.06195,0.999915494
658.0616,0.999915494
658.06125,0.999915494
658.0609,0.999915494
658.06055,0.999915494
658.0602,0.999915494
658.05985,0.999915494
658.0595,0.999915494
658.05915,0.999915494
658.0588,0.999915494
658.05845,0.999915494
658.0581,0.999915494
658.05775,0.999915494
658.0574,0.999915494
658.05705,0.999915494
658.0567,0.999915494
658.05635,0.999915494
658.056,0.999915494
658.05565,0.999915494
658.0553,0.999915494
658.05495,0.999915494
658.0546,0.999915494
658.05425,0.999915494
658.0539,0.999915494
658.05355,0.999915494
658.0532,0.999915494
658.05285,0.999915494
